"","...1","x","y","cena","nazwa","link","adres stacji","wielkosc ruchu","godziny otwarcia","liczba gwiazdek","sredni ruch poniedzialek","sredni ruch wtorek","sredni ruch sroda","sredni ruch czwartek","sredni ruch piatek","sredni ruch sobota","sredni ruch niedziela","udział poniedzialek","udział wtorek","udział sroda","udział czwartek","udział piatek","udział sobota","udział niedziela","średni spędzany czas (min)","sredni ruch w godzinach 4-8","sredni ruch w godzinach 8-12","sredni ruch w godzinach 12-16","sredni ruch w godzinach 16-20","sredni ruch w godzinach 20-24","sredni ruch w godzinach 24-4","N","grid","min_odl_trunk","max_odl_trunk","avg_odl_trunk","min_odl_primary","max_odl_primary","avg_odl_primary","palac_kultury","sources.lon","min_odl_stacji","max_odl_stacji","avg_odl_stacji","ile_stacji_r5","ile_stacji_r10"
"50",0,20.9069101,52.239963,4.43,"Stacja Paliw Tesco","https://www.google.com/search?tbm=lcl&ei=AiWXX7qOHJKtrgSGhKfIDA&q=52.23949+20.90451+&oq=52.23949+20.90451+&gs_l=psy-ab.3...130247.134158.0.134755.4.4.0.0.0.0.120.413.2j2.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.uh7lAS8YVwM#rlfi=hd:;si:9834600175374790361;mv:[[52.239669977319025,20.904803906591468],[52.23931002268096,20.904216093408532]]","Górczewska 218, 01-460 Warszawa",4054.5,"Otwarte ⋅ Zamknięcie: 00:00",4.1,675.75,309.75,800.25,309.75,724.5,642,592.5,0.166666666666667,0.0763965963743988,0.197373288938217,0.0763965963743988,0.178690344062153,0.158342582315945,0.14613392526822,10,93.75,258,288,336,0,57,4054.5,51,3.2,45.2,16.7637799635227,5.8,45.8,20.9194040506914,15.2,20.90682,3.1,37.5,18.095041322314,3,12
"51",0,21.056565,52.301512,4.44,"Shell","https://www.google.com/search?tbm=lcl&ei=uiKXX8fPPN2NwPAPhdCh8Ak&q=52.30147+21.05657+&oq=52.30147+21.05657+&gs_l=psy-ab.3...235505.238937.0.239190.4.4.0.0.0.0.130.368.3j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.IG2WkKFrs1o#rlfi=hd:;si:13309378786036812196;mv:[[52.30164997731903,21.056864317800983],[52.301290022680966,21.05627568219901]]","Głębocka 13A, 03-287 Warszawa",3228,"Otwarte ⋅ Zamknięcie: 22:00",4.2,648,370.5,648,357,528,330,346.5,0.200743494423792,0.114776951672862,0.200743494423792,0.110594795539033,0.163568773234201,0.102230483271375,0.107342007434944,10,82.5,208.5,217.5,291,0,0,3228,295,3.1,37.4,18.8928217821782,4.8,37,20.1646099975851,17.9,21.056527,1.8,35.2,18.8049586776859,3,11
"52",0,21.0344505,52.2015188,4.44,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=sCCXX4jvN6OqrgS1zp-YBw&q=52.20132+21.03438+&oq=52.20132+21.03438+&gs_l=psy-ab.3...47791.52269.0.53004.4.4.0.0.0.0.99.331.4.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.gdNwtLP5kmo#rlfi=hd:;si:6992040392910607519;mv:[[52.201499977319024,21.03467365409265],[52.20114002268096,21.034086345907355]]","Dolna 1, 00-773 Warszawa",5991.75,"Czynne całą dobę",3.8,952.5,725.25,1053.75,676.5,914.25,872.25,797.25,0.158968581799975,0.121041431968957,0.175866816873201,0.112905244711478,0.152584804105645,0.145575165853048,0.133057954687696,10,416.25,387,396.75,165.75,98.25,33,5991.75,316,10.2,33.3,20.4000162845232,1.9,31.1,14.0150856230904,8.5,21.034424,2.8,29.8,13.9487603305785,6,31
"53",0,21.0067099,52.1882143,4.45,"Circle K","https://www.google.com/search?tbm=lcl&ei=hSCXX4HsE-KgrgSB3pS4AQ&q=52.18827+21.0068+&oq=52.18827+21.0068+&gs_l=psy-ab.3...34744.41984.0.42640.4.4.0.0.0.0.224.427.3j0j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.LEPIOLHh0bg#rlfi=hd:;si:14064499540253640075;mv:[[52.188449977319024,21.007093567894803],[52.18809002268097,21.006506432105198]]","Jana Pawła Woronicza 19, 02-625 Warszawa",5318.25,"Czynne całą dobę",3.8,949.5,414,841.5,744,617.25,944.25,807.75,0.178536172613172,0.0778451558313355,0.158228740657171,0.139895642363559,0.116062614581864,0.177549005781977,0.151882668170921,10,403.5,337.5,336,144,105.75,3,5318.25,241,4.9,37.7,19.69698736321,2.7,34.1,16.0284498598322,9,21.006714,1.2,32,14.8198347107438,7,30
"54",0,20.959626,52.2591573,4.46,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=lPmVX6ikEIL4qwHCrbOYDA&q=52.25908+20.9596+&oq=52.25908+20.9596+&gs_l=psy-ab.3...75285.78932.0.79606.4.4.0.0.0.0.231.555.0j3j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.vw3dZP6U888#rlfi=hd:;si:5288229971493493931;mv:[[52.25925997731903,20.959894036400904],[52.25890002268097,20.959305963599096]]","Powązkowska 43, 01-797 Warszawa",5874,"Czynne całą dobę",4.3,836.25,681,1023.75,725.25,1023.75,792,792,0.142364657814096,0.115934627170582,0.174284984678243,0.123467824310521,0.174284984678243,0.134831460674157,0.134831460674157,10,426,354,393,140.25,140.25,10.5,5874,145,3.3,39.5,16.3278823606045,2.7,40.1,17.4063500729712,8.3,20.959539,3.7,32.2,14.8834710743802,2,30
"55",0,21.078852,52.2928358,4.47,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=d_mVX6_NBO7zqwGKvoHoAg&q=+52.29273+21.07888&oq=+52.29273+21.07888&gs_l=psy-ab.3...23561.28109.0.28401.4.4.0.0.0.0.207.502.2j1j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.DNMmA4IxeCQ#rlfi=hd:;si:11439997333371867165;mv:[[52.29290997731903,21.079174259724468],[52.29255002268096,21.078585740275535]]","Radzymińska 283, 03-643 Warszawa",5703,"Czynne całą dobę",4.4,794.25,856.5,1005.75,663.75,856.5,780,746.25,0.139268805891636,0.150184113624408,0.176354550236718,0.11638611257233,0.150184113624408,0.136770120988953,0.130852183061547,10,381.75,398.25,373.5,146.25,130.5,0,5703,350,3.3,38.8,20.096007034914,6.3,37.1,19.6570740106885,15.2,21.078725,2.5,32.9,18.4809917355372,3,15
"56",0,21.0710468,52.180757,4.44,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=_viVX_2cK-WxrgTz_5C4DA&q=52.18071+21.07101+&oq=52.18071+21.07101+&gs_l=psy-ab.3...71933.76032.0.76314.4.4.0.0.0.0.161.473.2j2.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.am5-eXS10Dc#rlfi=hd:;si:10047717761010954885;mv:[[52.18088997731903,21.071303517989605],[52.18053002268097,21.07071648201039]]","Powsińska 14, 02-920 Warszawa",4847.25,"Czynne całą dobę",4.2,848.25,462,862.5,594.75,635.25,807.75,636.75,0.174996131827325,0.0953117747176234,0.177935943060498,0.122698437258239,0.131053690236732,0.166640878848832,0.13136314405075,10,364.5,352.5,314.25,89.25,100.5,5.25,4847.25,378,11.8,34.1,22.6056572433559,3.7,33.5,15.9373177031383,13.7,21.070842,1.8,32.1,16.397520661157,3,17
"57",0,20.9332517,52.3057897,4.44,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=7fiVX--cMMGEwPAP8JGckAU&q=52.30508+20.93241+&oq=52.30508+20.93241+&gs_l=psy-ab.3...11978.16003.0.16291.4.4.0.0.0.0.97.368.4.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.PvryNdVkTxw#rlfi=hd:;si:13952963740250709881;mv:[[52.30525997731902,20.932704341797805],[52.30490002268096,20.932115658202193]]","Heroldów 1, 01-969 Warszawa",5937.75,"Czynne całą dobę",4.3,997.5,534.75,1101,802.5,891,835.5,775.5,0.167992926613616,0.0900593659214349,0.185423771630668,0.135152204117721,0.150056839712012,0.140709864847796,0.130605027156751,10,388.5,412.5,381.75,168.75,127.5,8.25,5937.75,79,5.4,41.1,19.7097674570089,0.4,41.8,18.9863024054261,14.4,20.93325,3,33.6,17.4528925619835,5,18
"58",0,21.0381519,52.2624704,4.45,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=n_iVX4inBpG53AP736HgCw&q=%C5%9Arodkowa+30&oq=%C5%9Arodkowa+30&gs_l=psy-ab.3..0l2j38l5j0i22i30k1l3.11869.11869.0.12160.1.1.0.0.0.0.129.129.0j1.1.0....0...1c.2.64.psy-ab..0.1.128....0.WoOPCNcxxY0#rlfi=hd:;si:2552651955650199275;mv:[[52.2627041,21.038687499999998],[52.262478599999994,21.0383662]]","11 Listopada 42A, 03-436 Warszawa",4443,"Czynne całą dobę",4.1,633,474,953.25,554.25,663.75,546.75,618,0.142471303173531,0.106684672518569,0.214550979068197,0.12474679270763,0.149392302498312,0.12305874409183,0.139095205941931,10,259.5,304.5,303.75,158.25,58.5,30.75,4443,277,7.5,33.9,20.3075006513809,5.7,33.3,17.0247152021671,10.3,21.038224,4,28,15.4545454545455,4,24
"59",0,21.1553126,52.1713218,4.46,"Shell","https://www.google.com/search?tbm=lcl&ei=WfiVX_a_OYGrrgT12aDADQ&q=52.17059+21.15507+&oq=52.17059+21.15507+&gs_l=psy-ab.3...11884.16764.0.17092.5.5.0.0.0.0.108.496.2j3.5.0....0...1c.1j2.64.psy-ab..0.0.0....0.XvzfGF4lH9I#rlfi=hd:;si:8465658686393600901;mv:[[52.170769977319026,21.155363451219845],[52.17041002268096,21.15477654878015]]","Wał Miedzeszyński 219, 04-866 Warszawa",5253.75,"Czynne całą dobę",4.1,918.75,568.5,843,552.75,843,689.25,838.5,0.174875089221984,0.108208422555318,0.1604568165596,0.105210563882941,0.1604568165596,0.131192005710207,0.15960028551035,10,304.5,411.75,356.25,106.5,133.5,5.25,5253.75,491,21.3,37.7,28.5331813444502,8.8,39.5,21.0719559442689,19.2,21.155314,3.7,38.1,22.0735537190083,1,5
"60",0,21.0671444,52.248351,4.47,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=dfaVX8mlC4L3qwG_wYiIDw&q=52.25061+21.06599+&oq=52.25061+21.06599+&gs_l=psy-ab.3...24662.28837.0.29110.4.4.0.0.0.0.108.410.1j3.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.W7Q40Khv0ag#rlfi=hd:;si:10110948609858460035;mv:[[52.25078997731902,21.06628398025776],[52.250430022680966,21.065696019742237]]","Chodakowska 35, 03-828 Warszawa",5146.5,"Czynne całą dobę",4.2,915.75,391.5,915.75,637.5,582.75,876,827.25,0.177936461672982,0.0760711162926261,0.177936461672982,0.123870591664238,0.113232293791897,0.170212765957447,0.160740308947829,10,363.75,337.5,320.25,121.5,145.5,6,5146.5,347,13,32,21.5989643043252,3.8,30.2,15.2448941129532,11.1,21.067144,4.2,26.8,15.2132231404959,2,20
"61",0,21.012229,52.229676,4.45,NA,"https://www.google.com/search?tbm=lcl&ei=MPaVX-OMM6mMrwSm1aK4Cw&q=P%C5%82ochoci%C5%84ska+86A&oq=P%C5%82ochoci%C5%84ska+86A&gs_l=psy-ab.3..38j0i22i30k1l2.11266.11266.0.11882.1.1.0.0.0.0.135.135.0j1.1.0....0...1c.2.64.psy-ab..0.1.135....0.VV0fdOwod9Y#rlfi=hd:;si:15469775251188249737;mv:[[52.33629797731904,21.030622548327095],[52.33593802268098,21.03003345167292]]","Płochocińska 86, 03-044 Warszawa",3279,"Czynne całą dobę",3.9,357.75,319.5,645.75,423,654.75,541.5,336.75,0.109103385178408,0.0974382433668801,0.196935041171089,0.12900274473925,0.19967978042086,0.165141811527905,0.102698993595608,10,216,198,261.75,37.5,85.5,0,3279,259,9,32.2,18.1127019280875,3.1,32.4,13.9967635416776,2.1,21.012232,3.6,25.8,12.5289256198347,7,41
"62",0,21.0027023,52.1874123,4.49,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=g_WVX-GgOK_MrgTS_I4o&q=52.18784+21.00306+&oq=52.18784+21.00306+&gs_l=psy-ab.3...24431.29563.0.29893.4.4.0.0.0.0.134.447.1j3.4.0....0...1c.1.64.psy-ab..0.0.0....0.KyJg4TlSsm4#rlfi=hd:;si:4012597021550968305;mv:[[52.18801997731902,21.00335356505568],[52.187660022680966,21.00276643494431]]","Wołoska 28, 02-675 Warszawa",5710.5,"Czynne całą dobę",4.2,984.75,475.5,984.75,790.5,792,898.5,784.5,0.172445495140531,0.0832676648279485,0.172445495140531,0.138429209351195,0.138691883372734,0.157341738902023,0.137378513265038,10,386.25,355.5,368.25,201.75,99,18,5710.5,241,5.4,38.1,19.9721436946326,3.2,34.9,16.3461729470932,8.7,21.002574,1.2,31.7,14.9280991735537,7,28
"63",0,20.9375176,52.2004819,4.49,NA,"https://www.google.com/search?tbm=lcl&ei=MfOVX_adLt-HwPAP37WWyAI&q=52.20053+20.93766+&oq=52.20053+20.93766+&gs_l=psy-ab.3...44612.48463.0.48769.4.4.0.0.0.0.98.300.4.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.1uZWeZZGDJg#rlfi=hd:;si:14656633106702062438;mv:[[52.20070997731903,20.937953648872664],[52.20035002268097,20.93736635112733]]","Jutrzenki 156, 02-231 Warszawa",3807.75,"Zamknięte ⋅ Otwarcie: pon., 08:00",4.3,603.75,598,703.5,572.25,784.5,550.5,550.5,0.158558203663581,0.0112271026196573,0.184754776442781,0.150285601733307,0.206027181406342,0.144573567067166,0.144573567067166,25,117,330.75,299.25,210.75,0,0,3807.75,114,3,37.7,16.0184308233455,1.3,38.3,16.7114743340718,9.9,20.937514,3.7,30.2,15.1107438016529,3,25
"64",0,20.9340256,52.2881064,4.5,"AMIC Energy","https://www.google.com/search?tbm=lcl&ei=o_KVX66aBpOPwPAP-tqkuAk&q=Williama+Szekspira+4&oq=Williama+Szekspira+4&gs_l=psy-ab.3..38.18922.18922.0.19225.1.1.0.0.0.0.104.104.0j1.1.0....0...1c.2.64.psy-ab..0.1.104....0.f05iz3H8-yw#rlfi=hd:;si:7691116514147218163;mv:[[52.287756599999994,20.934845],[52.2854865,20.9341693]]","Jana Kasprowicza 115, 01-909 Warszawa",5197.5,"Czynne całą dobę",4.1,721.5,541.5,968.25,544.5,840.75,899.25,681.75,0.138816738816739,0.104184704184704,0.186291486291486,0.104761904761905,0.161760461760462,0.173015873015873,0.131168831168831,10,345.75,299.25,360.75,184.5,81.75,28.5,5197.5,85,6.2,43.1,19.6251107347577,3.4,43.7,19.9872022090862,13.7,20.9339,2.4,35.6,17.8710743801653,7,15
"65",0,20.9791749,52.167888,4.51,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=RPKVX5D1NvGxrgTqi4fAAw&q=52.16786+20.97918+&oq=52.16786+20.97918+&gs_l=psy-ab.3...33337.37672.0.38337.4.4.0.0.0.0.109.329.3j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.mUaTo5GU9oU#rlfi=hd:;si:11682009106353103504;mv:[[52.168039977319026,20.97947343321462],[52.16768002268097,20.978886566785384]]","Jamesa Gordona Bennetta 2A, 02-159 Warszawa",6386.25,"Czynne całą dobę",4.2,948,780,1110.75,859.5,868.5,948,871.5,0.148443922489724,0.122137404580153,0.173928361714621,0.134586024662361,0.135995302407516,0.148443922489724,0.136465061655901,10,348.75,414.75,272.25,344.25,215.25,32.25,6386.25,205,1.8,41.8,19.4959907503908,3,38.7,18.6720761630776,13.3,20.979197,4.5,35.4,17.3537190082645,1,25
"66",0,21.0510216,52.2924851,4.53,"Circle K","https://www.google.com/search?tbm=lcl&ei=ie6VX5mOB5GMrwSEiIjYCg&q=52.29244+21.05097+&oq=52.29244+21.05097+&gs_l=psy-ab.3...44559.48322.0.48641.4.4.0.0.0.0.114.305.3j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.VlO335w5YvY#rlfi=hd:;si:2249513603584679872;mv:[[52.292619977319035,21.051264257797953],[52.29226002268097,21.05067574220205]]","Ludwika Kondratowicza 49, 03-286 Warszawa",4995.75,"Czynne całą dobę",4.1,795.75,590.25,832.5,544.5,848.25,647.25,737.25,0.159285392583696,0.118150427863684,0.166641645398589,0.108992643747185,0.1697943251764,0.129560126107191,0.147575439123255,10,255.75,328.5,388.5,213,65.25,15,4995.75,292,5.1,39.5,20.7272374934862,6.7,37.1,20.6632419180412,16.6,21.050895,3.8,33.9,18.9842975206612,3,13
"67",0,20.9493065,52.1925002,4.54,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=7e2VX8HpHObKrgSFsg8&q=52.19243+20.94936+&oq=52.19243+20.94936+&gs_l=psy-ab.3...88367.92943.0.93277.4.4.0.0.0.0.199.406.3j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.BLaQxbQ8-SE#rlfi=hd:;si:1684439877110177939;mv:[[52.192609977319016,20.94965359536528],[52.19225002268096,20.949066404634717]]","Łopuszańska 24A, 02-220 Warszawa",4747.5,"Czynne całą dobę",4,875.25,292.5,850.5,683.25,511.5,822,712.5,0.18436018957346,0.0616113744075829,0.17914691943128,0.14391785150079,0.107740916271722,0.173143759873618,0.150078988941548,10,344.25,348,288.75,85.5,122.25,0,4747.5,135,3.8,38.5,16.8906689682126,0.5,39.1,17.3252427999958,12,20.949533,1.3,31,15.5578512396694,6,27
"68",0,20.9502677,52.1913368,4.58,NA,"https://www.google.com/search?tbm=lcl&ei=v-2VX6ToNuzFrgTo642wAQ&q=52.19126+20.95035+&oq=52.19126+20.95035+&gs_l=psy-ab.3...39103.42968.0.43588.4.4.0.0.0.0.95.326.4.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.QZDTfRO1LTs#rlfi=hd:;si:13654634411810679225;mv:[[52.19143997731902,20.950643587638535],[52.191080022680964,20.95005641236147]]","Łopuszańska 29, 02-200 Warszawa",4548,"Czynne całą dobę",4.2,842.25,330.75,916.5,717,435,653.25,653.25,0.185191292875989,0.0727242744063325,0.201517150395778,0.157651715039578,0.095646437994723,0.143634564643799,0.143634564643799,10,374.25,285.75,274.5,105.75,90,4.5,4548,135,4.1,38,17.7675416883794,0.4,38.4,17.2888453744632,11.3,20.950124,2.8,31.6,15.6669421487603,5,24
"69",0,21.0626886,52.2732783,4.59,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=pu2VX7_5CLmGwPAPyOemQA&q=Aleksandra+Gajkowicza+1&oq=Aleksandra+Gajkowicza+1&gs_l=psy-ab.3..0j38j0i22i30k1j38.24420.24420.0.24777.1.1.0.0.0.0.101.101.0j1.1.0....0...1c.2.64.psy-ab..0.1.100....0.5qE8DSErCyc#rlfi=hd:;si:12756457394482520973;mv:[[52.2727899,21.062820199999997],[52.272654599999996,21.062074499999998]]","Trocka 2, 03-563 Warszawa",4149.75,"Czynne całą dobę",4.4,607.5,420,778.5,372,780.75,603.75,587.25,0.146394361106091,0.10121091632026,0.187601662750768,0.0896439544550877,0.188143864088198,0.145490692210374,0.141514549069221,10,243.75,276,294,96.75,123.75,0,4149.75,323,6.3,35.3,20.2085265763418,7,34,17.9385261909012,11.7,21.062622,2.4,29.4,16.497520661157,5,20
"70",0,20.9409146,52.2825216,4.63,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=LO2VX7iMJIGrrgT12aDADQ&q=52.28246+20.94095+&oq=52.28246+20.94095+&gs_l=psy-ab.3...59423.64013.0.64563.4.4.0.0.0.0.112.402.1j3.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.sZi4JfUyklY#rlfi=hd:;si:16033968100674258210;mv:[[52.28263997731903,20.94124419151926],[52.282280022680965,20.94065580848073]]","Aleja Władysława Reymonta 40, 01-842 Warszawa",5132.25,"Czynne całą dobę",4.3,646.5,766.5,968.25,659.25,724.5,702,665.25,0.125968142627503,0.149349700423791,0.1886599444688,0.128452433143358,0.14116615519509,0.136782113108286,0.129621511033173,10,354.75,289.5,397.5,128.25,105,14.25,5132.25,108,5.6,42.5,19.1128126628452,4.7,43.1,19.6478371113888,13.1,20.940947,2.9,35,17.4743801652893,5,18
"71",0,21.1039562,52.1190469,4.23,"Shell","https://www.google.com/search?tbm=lcl&ei=Gu2VX6D2JouOrwTDuajwAQ&q=52.11913+21.1039+&oq=52.11913+21.1039+&gs_l=psy-ab.3...13207.16953.0.17229.4.4.0.0.0.0.85.309.4.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.n26mcbmT9ww#rlfi=hd:;si:7253917300634934755;mv:[[52.11930997731903,21.10419311230772],[52.11895002268096,21.10360688769228]]","Łukasza Drewny 2, 02-968 Warszawa",4234.5,"Czynne całą dobę",3.8,745.5,520.5,649.5,494.25,558.75,594.75,671.25,0.176053843428976,0.12291888062345,0.153382925965285,0.116719801629472,0.13195182430039,0.140453418349274,0.158519305703153,10,267.75,294.75,326.25,70.5,95.25,0,4234.5,448,12,44.3,27.418111646691,10.8,47.5,24.2685908675703,22.6,21.103863,5.8,42.5,24.2884297520661,0,3
"72",0,21.0302551,52.2744952,4.29,"Shell","https://www.google.com/search?tbm=lcl&ei=WOuVX46ADMGwrgSTwpuADw&q=Staniewicka+12&oq=Staniewicka+12&gs_l=psy-ab.3..0j38j0i22i30k1l3.16343.16343.0.16599.1.1.0.0.0.0.94.94.1.1.0....0...1c.2.64.psy-ab..0.1.93....0.8g0q_PJMAHs#rlfi=hd:;si:12262597828266405919;mv:[[52.2743602,21.0293213],[52.2739206,21.028776399999998]]","św. Jacka Odrowąża 7A, 03-310 Warszawa",3957.75,"Zamknięte ⋅ Otwarcie: pon., 06:00",3.6,625.5,291.75,583.5,519.75,583.5,516,837.75,0.158044343376919,0.073716126587076,0.147432253174152,0.131324616259238,0.147432253174152,0.13037710820542,0.211673299223043,10,308.25,267,285,191.25,0,0,3957.75,263,6.1,35.9,20.4301849921834,6.2,35.2,18.2117058471489,12.3,21.030249,3.2,30,16.4462809917355,3,21
"73",0,20.9884029,52.2219532,4.23,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=wOqVX7irDcmEwPAPn_mMkAY&q=Juliana+Ursyna+Niemcewicza+8&oq=Juliana+Ursyna+Niemcewicza+8&gs_l=psy-ab.3..38l5.27528.27528.0.28078.1.1.0.0.0.0.99.99.1.1.0....0...1c.2.64.psy-ab..0.1.98....0.VI3auYXvpEs#rlfi=hd:;si:10623452713249202655;mv:[[52.22237692029526,20.990860733482346],[52.2205135865476,20.986676487419114],null,[52.22144526319431,20.98876861045073],18]","Daleka 5, 02-020 Warszawa",4895.25,"Czynne całą dobę",4.1,735,473.25,960,613.5,732.75,767.25,613.5,0.150145549256933,0.0966753485521679,0.196108472498851,0.125325570706297,0.149685920024514,0.156733568254941,0.125325570706297,10,330.75,304.5,329.25,153,78.75,24.75,4895.25,199,8.2,33.7,17.5373599531006,1.2,33,14.3451335006247,4.1,20.988562,1.8,27.3,12.8223140495868,6,40
"74",0,20.9153717,52.2205592,4.14,"Circle K","https://www.google.com/search?tbm=lcl&ei=duqVX9LNNoHrrgTW44TIDQ&q=Po%C5%82czy%C5%84ska+28&oq=Po%C5%82czy%C5%84ska+28&gs_l=psy-ab.3..38j0i22i30k1l3.13588.14977.0.15681.2.2.0.0.0.0.84.156.2.2.0....0...1c.1j2.64.psy-ab..0.2.155...0j0i433k1j0i433i131k1.0.kbc2s7cTlmY#rlfi=hd:;si:4473544684363127456;mv:[[52.220456177319036,20.916222279419483],[52.22009622268097,20.915634720580517]]","Połczyńska 30, 01-337 Warszawa",4203,"Czynne całą dobę",4.3,672,521.25,776.25,512.25,521.25,617.25,582.75,0.1598857958601,0.124018558172734,0.184689507494647,0.121877230549607,0.124018558172734,0.146859386152748,0.13865096359743,10,227.25,304.5,305.25,135.75,74.25,9,4203,66,6.3,41.1,16.7595785565399,5.2,41.7,18.9078976932688,11.2,20.915495,2.9,33.6,16.2942148760331,2,23
"75",0,21.1653723,52.2085644,4.26,"MOYA Stacja Paliw","https://www.google.com/search?tbm=lcl&ei=_OmVX7yILbGGwPAPvJOQsAM&q=52.20856+21.16537+&oq=52.20856+21.16537+&gs_l=psy-ab.3...68057.71736.0.72253.4.4.0.0.0.0.111.324.3j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.PPLOQ3gRjD4#rlfi=hd:;si:5758681387552339133;mv:[[52.20873997731904,21.165663701942695],[52.20838002268098,21.165076298057308]]","Rzeźbiarska 3, 04-633 Warszawa",4666.5,"Czynne całą dobę",4.3,685.5,510.75,875.25,496.5,761.25,685.5,651.75,0.146898103503697,0.109450337512054,0.187560270009643,0.106396657023465,0.163130826100932,0.146898103503697,0.139665702346512,10,319.5,358.5,340.5,97.5,57,0,4666.5,490,15.6,39.2,27.5110539343408,3.7,39,19.7826023959766,20,21.165366,2.5,34,21.5057851239669,2,9
"76",0,21.0196927,52.2696007,4.28,"Shell","https://www.google.com/search?tbm=lcl&ei=semVX5KfEZGNrwTf5ZawBQ&q=52.26941+21.01931+&oq=52.26941+21.01931+&gs_l=psy-ab.3...56439.74142.0.74674.21.20.1.0.0.0.145.1590.17j3.20.0....0...1c.1j2.64.psy-ab..2.0.0....0.Se8Z-BvjkUM#rlfi=hd:;si:17242524445503668057;mv:[[52.269589977319036,21.01960410491073],[52.26923002268098,21.019015895089264]]","Jagiellońska 78, 03-301 Warszawa",4496.25,"Czynne całą dobę",3.8,669,435.75,828.75,530.25,639,696.75,696.75,0.148790658882402,0.0969140950792327,0.184320266889074,0.117931609674729,0.142118432026689,0.154962468723937,0.154962468723937,10,299.25,295.5,289.5,120.75,108.75,9,4496.25,214,5.6,34.7,18.9229514069828,4.9,35.3,17.0624077360016,10.9,21.019661,2.8,28.6,15.3818181818182,3,22
"77",0,21.0228591,52.2836154,4.28,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=ieeVX6ORD-H1qwHGxbSwBw&q=52.28352+21.02288+&oq=52.28352+21.02288+&gs_l=psy-ab.3...28026.31912.0.32508.4.4.0.0.0.0.101.294.3j1.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.17CY3Lqm-gg#rlfi=hd:;si:12175927048253848984;mv:[[52.283699977319024,21.023174198557044],[52.28334002268096,21.022585801442958]]","Władysława Syrokomli 4, 03-335 Warszawa",5123.25,"Czynne całą dobę",4.3,814.5,412.5,973.5,759,615,794.25,754.5,0.158981115502855,0.0805152979066023,0.190016103059581,0.148148148148148,0.120040989606207,0.155028546332894,0.147269799443712,10,369.75,336,324.75,107.25,143.25,3,5123.25,228,3.2,36.6,18.5260454663887,3.3,37.2,18.3843190575685,14.2,21.022802,2.3,31.6,16.6818181818182,1,20
"78",0,21.0505707,52.18807,4.29,"Stacja Paliw ORLEN","https://www.google.com/search?tbm=lcl&ei=2OKVX5vrDO2srgTd_qzoAw&q=52.18799+21.05057+&oq=52.18799+21.05057+&gs_l=psy-ab.3...21163.26474.0.27113.4.4.0.0.0.0.91.298.4.4.0....0...1c.1j2.64.psy-ab..0.0.0....0.L7tCFck1vyk#rlfi=hd:;si:14585614602373200541;mv:[[52.188169977319035,21.050863566046065],[52.18781002268097,21.05027643395393]]","Bolesława Limanowskiego 25, 02-943 Warszawa",5012.25,"Czynne całą dobę",4.2,828,411,972,612.75,641.25,796.5,750.75,0.165195271584618,0.081999102199611,0.193924884034116,0.122250486308544,0.127936555439174,0.15891066886129,0.149783031572647,10,340.5,319.5,316.5,145.5,120,14.25,5012.25,330,10.2,32.3,20.8714402032309,0.9,31.9,14.16507669855,11.3,21.050463,2.6,30.6,14.6900826446281,5,30
